"Register"	"Text"	"Left"	"-5;5"	"Right"
"w"	"W-ED02A1B-3640-1893"	"özgür iradeyi vurgulayan çocuk evliliklerini"	"önlemeyi"	"ve tüm evliliklerin kayda geçmesini"
"w"	"W-JC05A2A-1769-1240"	"özerk yerel yönetim kuruluşlarının gelişmesini"	"önlemektedir."	"Yetersiz ve merkeze bağımlı gelir"
"w"	"W-SE05A1B-4195-1672"	"özelliği sayesinde denizlerin, okyanusların donması"	"önlenmiş"	"olur. Atmosferin bu ısınma ve"
"w"	"W-LF05A1B-4454-38"	"Özellikle, uzun dönem genç işsizliğini"	"önlemek"	"için aktif istihdam politikaları izlenmekte"
"w"	"W-KD36E1B-2853-2484"	"özellikle ülkede işçi sınıfının gelişiminin"	"önlenmesini"	"vurgulamışlardı. İşçi sınıfı, köylülerin tersine,"
"w"	"W-GE05A1B-3490-1042"	"özellikle söz konusu hakkın suistimalini"	"önlemek"	"amacıyla, devletler, gerekli tedbirleri almakta"
"w"	"W-QD02A1B-4566-350"	"özellikle de metropollere nüfus yığılmasının"	"önlenmesi;"	"şehirleşmenin mekânda dengeli dağılımını sağlanmak"
"w"	"W-ME03A2A-1792-731"	"Özelleştirme, 6. Piyasaların etkin işlemesini"	"önleyen"	"sınırlamaların kaldırılması (kuralsızlaşma), 7. Ülke"
"w"	"W-FE05A1A-2057-1745"	"özel haklarla sağlanabilir. BM diskriminasyonun"	"önlenmesi"	"politikası çerçevesinde daima azınlıkların entegrasyonunu"
"w"	"W-KD02A3A-0567-78"	"özel günlerin değerlendirilmesini ve kutlanmasını"	"önleyen"	"yasaklayıcı anlayışlara son verilmelidir. 3-"
"w"	"W-QE39C3A-0328-1519"	"örtüsü önce kargaşa başlatılır, kargaşayı"	"önlemek"	"için disipline gereksinim duyulur, demokrasi"
"w"	"W-OB04A2A-1982-1389"	"örtülü olduğundan sütunun yüzeyinden buharlaşma"	"önlenmiştir."	"Yüklerin hesabında referans düzeyi olarak"
"w"	"W-II27D1B-2825-709"	"örterek koyun. Gıda maddelerini, kurumalarını"	"önlemek"	"için hava geçirmeyecek şekilde paketleyin."
"w"	"W-HF10A2A-1850-575"	"Örneğin, savunma, diplomasi, hava kirliliğinin"	"önlenmesi,"	"parklar, tiyatro ve spor gösterileri,"
"w"	"W-EF10A3A-1839-216"	"Örneğin, bir enflasyonu başlangıcında iken"	"önlemek"	"kolay olduğu halde, ilerlemiş enflasyonu"
"w"	"W-VI19E1A-4022-926"	"Örneğin kötü alışkanlıklar... Bir de"	"önleyemeyeceğimiz"	"tehlikeler vardır Deprem, fırtına gibi"
"w"	"W-HE05A1B-3507-1006"	"örneğin idamın kendiliğinden yarattığı efsaneyi"	"önlemektedir,"	"öte yandan, zorla kaybetme yöntemi,"
"w"	"W-FD05A3A-0569-1224"	"örnek olma gibi durumlar kolayca"	"önlenmiş"	"olur. Hiç unutmam bir gün"
"w"	"W-SE30D1B-3262-74"	"örgütüne destek sağlayan grupların faaliyetlerinin"	"önlenmesi"	"ve terör suçlularının adalete teslimi"
"w"	"W-SD30D1B-2204-659"	"örgütüne destek sağlayan grupların faaliyetinin"	"önlenmesi"	"ve terör suçlularının adalete teslimi"
"w"	"W-SD30D1B-2204-851"	"örgütüne destek sağlayan grupların faaliyetinin"	"önlenmesi"	"ve terör suçlularının adalete teslimi"
"w"	"W-IE39C0A-1693-2056"	"örgütü devlet olanaklarının bölgeye akışını"	"önlemeye"	"çalışıyor. Sabotaj ve eylemler yatırımcı"
"w"	"W-KA16B0A-0118-2254"	"önünde durdu, sanki çıkıp gitmemizi"	"önlemek"	"ister gibi. ""Siz gelecek bir"
"s"	"S-ACAAPZ-0328-21"	"önleyerek biz bu hastalıkların çoğunu"	"önleyebiliyoruz."	"Önlenebilir hastalık nedenlerinden 1.'si 1.'si"
"s"	"S-ADABLp-0062-23"	"önlersin? Et ithalatını serbest bırakmakla"	"önlersin."	"Nasıl ihraç ediyosan o zaman"
"w"	"W-NF25D1B-2157-2321"	"önlenmesine yönelik yasanın, çocuk işçiliğinin"	"önlenmesine"	"ilişkin yasanın, ekonomik ve sosyal"
"w"	"W-TE07A0A-2039-2367"	"önlenmesi"" maddesinin kaldırılması ""Azınlık yaratılmasının"	"önlenmesi"""	"başlıklı Siyasi Partiler Kanunu, md."
"w"	"W-SI27D1B-2470-1849"	"önlenmesi gerektiğini söyledi. İlaç sarfiyatının"	"önlenememesi"	"durumunda istenmeyen sonuçların doğabileceğine işaret"
"s"	"S-ACAAPZ-0328-82"	"önlenebilir. Kanserlerin de 3'te 1'i"	"önlenebilir."	"Nasıl? Sigara, sağlıklı beslenme, hareketsiz"
"w"	"W-ID18E1C-4143-1411"	"önlemleri alınmalı ve beyin göçünün"	"önlenmesi"	"konusunda Milli Eğitim Bakanlığı çalışmalar"
"w"	"W-VE05A1B-4304-1559"	"önlemleri alması gerekmektedir. İklim değişikliğinin"	"önlenmesi,"	"en azından yavaşlatılması için belli"
"w"	"W-LD39E1B-2927-1669"	"önlemleri alabilir. Çocuğun sorununun gelişmesini"	"önleyebilir."	"Kendisinin baş edemeyeceği durumlarda onun"
"w"	"W-UC03A2A-1470-624"	"önlemler alıp selin zarar vermesini"	"önlemek"	"mümkündür. Hatta seli, ""su""ya ""su""ya"
"w"	"W-TE13C2A-1322-2314"	"önlemeye çalışmak, insanın doğaya zulmünü"	"önlemekten"	"daha da öncelikli. Çünkü doğaya"
"w"	"W-ID39C3A-0426-54"	"önlemeye güçleri yetmiyor mu, yoksa"	"önlemeyi"	"özellikle mi istemediler? Bir iki"
"w"	"W-TD09C4A-0211-1479"	"önlemeniz gerekiyor, gurbetçilerimizden haraç alınmasını"	"önlemeniz"	"gerekiyor ama yıllardır bu haraç"
"w"	"W-KI22C4A-0752-1703"	"önlemek için değil, sinemaya gitmemizi"	"önlemek"	"için hafiyelik yapan bu öğretmenleri"
"w"	"W-FE02A1B-3480-1213"	"öngörülürken, halkın da hastalığa yakalanmasını"	"önlemek"	"İçin çorapsız ve ayakkabısız olarak"
"w"	"W-PF25D1B-2144-1005"	"önerinin tartışıldığını kaydederken; ""Böylelikle 'göçü"	"önleyebilir"	"miyiz...' ona bakıyoruz"" dedi. Öneriye"
"s"	"S-ADABLp-0062-55"	"önemlisini sorar sana. Deniz kirliliğinin"	"önlenmesi"	"diyorsunuz. En önemlisi çünkü denizde"
"w"	"W-GD02A3A-1059-1138"	"önemlidir. Kesinlik sayesinde, haberlerde gelişigüzellik"	"önlendiği"	"gibi, gereksiz tekrarlar ve bölük"
"w"	"W-PI09C4A-1491-497"	"önemli, dedi. Ve yetkilinin kesmesini"	"önlemek"	"için konuşmasını sürdürdü Efendim, dedi,"
"s"	"S-ADABPZ-0134-19"	"önemli ölçüde de önleme emm"	"önleyebilmişlerdir."	"Başka bir deyişle Orta Çağ'da"
"w"	"W-KC06A3A-1053-113"	"önemli nokta, yaprakların preslemede ısınmasını"	"önlemektir."	"Bu nedenle beş dakika presten"
"w"	"W-NF10A2A-1648-317"	"önemli fark, tröstlerde amaç rekabeti"	"önleyerek"	"kân arttırmak olduğu halde, konsernde"
"w"	"W-JD37C3A-1014-2456"	"önemli bir süreçtir. Kitle kültürünün"	"önlenemez"	"egemenliği her alana yayılmıştır. Eskiden"
"w"	"W-LF05A1B-4454-554"	"önemli bir sorun olan işsizliğin"	"önlenmesi"	"konusunda 1994-1999 döneminde, seçmiş olduğu"
"w"	"W-UI19C3A-3336-670"	"önemli bazı kurallar uygulandığı takdirde"	"önlenebilir."	"Yangın, oksijen, yanıcı madde ve"
"w"	"W-UD05A3A-2606-808"	"önde karşılamak ve boğaza girmelerini"	"önlemekti."	"4 Tabya mevcuttu. Ayrıca Mayınlı"
"w"	"W-NF10E1B-2865-487"	"öncü olmamız lazım. Çünkü, yolsuzluğun"	"önlenmesi"	"ve dürüstlük adına gümrükler çok"
"w"	"W-FD39C4A-0281-1923"	"öncesi içine itildiğimiz koşullarda önlenip"	"önlenemeyeceği"	"konusu tartışılacaktır. Çünkü 12 Eylül,"
"w"	"W-QD02A1B-4570-464"	"önceliklere şunlar dahildir Kötü beslenmenin"	"önlenmesi,"	"temel sağlık hizmetlerinin sunulması ve"
"w"	"W-SH03A3A-1390-886"	"önceden kestirimde bulunarak öngörülemeyen sonuçlarını"	"önleyecek"	"araçların olmamasıdır. İleri teknoloji ürünü"
"w"	"W-QC01A1A-0758-2"	"Önceden antibiyotik kullanarak enfeksiyon gelişmesinin"	"önlenmesi"	"amaçlanmaktadır. Tedavi amaçlı antibiyotik kullanımı"
"w"	"W-QD36C3A-0075-2403"	"ölümsüzlüğü de keşfedecek Belki ölmeyi"	"önleyerek"	"değil ama belki klonlama yoluyla"
"w"	"W-HC01A1B-3694-333"	"ölçüde iyileştiren ve kemik kaybım"	"önleyen"	"androjenik progestin noretis-teron'un postmenopozal kadınlarda"
"w"	"W-ED05A4A-2698-224"	"ölçüde bir karşı koyma ile"	"önlenebilecek"	"ise silah kullanılamaz. Basit bir"
"w"	"W-HC01A3A-1275-1975"	"öldürme hızını artırmak. 4. Süperinfeksiyonları"	"önlemek."	"5. Kemoterapötiklerin yan tesir insidensini"
"w"	"W-VD05A1A-2644-1747"	"öfkelerini kontrol edebilmenin öğretilmesi, saldırganlığın"	"önlenmesinde"	"önemli bir adımdır. Bebeklik döneminde"
"w"	"W-KF25D1B-2150-106"	"ödemeler dengesinde ortaya çıkacak sorunların"	"önlenmesi"	"için IMF, Dünya Bankası ve"
"w"	"W-UA16B3A-1065-940"	"Ödedikleri kira ise komikti. Tunç'un"	"önlenemeyen"	"yükselişi, Oya hamile... Tunç, Mehmet"
"w"	"W-SB29D1B-2797-1607"	"çıkılarak, hastalıkların tanısı, tedavisi ve"	"önlenmesinde"	"moleküler araçların (nanomakineler, nanorobotlar, nanocihazlar,"
"w"	"W-ED36C4A-0527-2032"	"çıkılamıyor. Böylece, nüfusun yoğunlaştığı yerler,"	"önlenemez"	"bir kirlenme ve kirletme kaynağı"
"w"	"W-UI43C4A-1799-796"	"çıktı; normal zamanlarda bunlar belki"	"önlenebilirdi."	"Biz Avrupa Birliği konusunda Türk"
"s"	"S-ADBBI^-0042-78"	"çıktı; normal zamanlarda bunlar belki"	"önlenebilirdi."	"Biz Avrupa Birliği konusunda Türk"
"w"	"W-JF10A2A-1836-326"	"çıkmıştır. Hane halkının konutlarını kaybetmelerini"	"önlemek,"	"konut kredisi, ipotek kredisi veren"
"w"	"W-PE39C4A-0526-983"	"çıkmış; büyük bir arbede güçlükle"	"önlenmiştir."	"Bu yüzden kongre başkanı Rauf"
"w"	"W-CE05A2A-2626-2224"	"çıkmalarına, körfez bölgesinden göç edilmesinin"	"önlenmesine,"	"ruhi durumların yüksek tutulması için,"
"w"	"W-QE18E1C-1658-327"	"çıkarılmıştır. İ̇şkence ve kötü muamelenin"	"önlenmesi"	"konusunda, hükümetin işkenceye karşı sıfır"
"w"	"W-JA16B3A-1721-772"	"çıkarılan mahalle bakkalı, bu dedikoduları"	"önlemek"	"için, Deli Fatma Hanımı, evine"
"w"	"W-EA16B3A-0490-891"	"çıkarmadı. Sadece, şehir içine yaklaşmaları"	"önlendi."	"Ama bu böyle giderse, iş"
"w"	"W-VE05A1A-2593-102"	"çıkarlarının bu teslimiyetten zarar görmesini"	"önledi."	"1972-1980 döneminde Türkiye Cumhuriyeti Devleti'nin"
"w"	"W-LG03A1B-2519-1264"	"çıkararak yanlış ve eksik bilinçlenmeleri"	"önlemektir."	"Unutulmamalıdır ki, istisnalar kaideyi bozmaz"
"w"	"W-RB04A1A-1160-1487"	"çıkararak vücuttan fazla suyun atılmasını"	"önlerler."	"Sürüngenlerde kalp genellikle iki kulakçık"
"w"	"W-KC06A2A-2001-215"	"çıkar. Çıkış döneminde bakirli ilaçlarla"	"önlenebilir."	"Yaygın olduğu dönemde ise kontrol"
"w"	"W-MG03A1B-3238-1010"	"çıkar çelişkilerini doğurur. Bu durumu"	"önlemek"	"için yasalar yapılır."" Her konuda"
"w"	"W-RB04A3A-1997-2253"	"çıkan ısının gaz sıcaklığını yükseltmesi"	"önlenmiş"	"olur. Gaz ile sıvı arasında"
"w"	"W-TE30D1B-2090-2279"	"çıkacak radyoaktif zerreciklerin atmosfere yayılmasını"	"önlemek"	"amacıyla, tesisi önce lazer güdümlü"
"w"	"W-IF05A1B-4410-1562"	"çıkabilecek bir maliyet enflasyonunun yayılmasını"	"önlemek"	"için önerilen iktisat politikası maliye"
"w"	"W-PI22C1A-0231-640"	"çürümüş bir ceset gibi dağılmasını"	"önleyebilmek"	"için bu ülkenin sorunlarını, adlarını"
"w"	"W-FB04A2A-1577-8"	"çürümesini ve hayvanlarca zarara uğratılmasını"	"önlerler."	"Bunlar olgunlaşmış meyvelerde, tohumların testasında"
"w"	"W-DE39E1B-3023-847"	"çünkü yerçekimi kuvveti gazların dağılmasını"	"önleyemeyecek"	"kadar azdır (Dünya yer çekimi"
"w"	"W-OI27D1A-2821-2189"	"Çünkü multivitamin alınmasıyla birçok hastalık"	"önlenebiliyor."	"Uzmanlar, multivitaminlerin bazılarında A vitaminin"
"w"	"W-RE30D1B-2099-1937"	"çözümünün BM Güvenlik Konseyi'ne kalmasını"	"önlemek"	"için dün Brüksel'de bir araya"
"w"	"W-GF10A1A-1842-446"	"çözümleri getirmesi halinde, tıkanıklıkların baştan"	"önlenebileceğini,"	"en azından daha hafif atlatılabileceğini"
"w"	"W-LF25D1B-2155-1876"	"çoğunun tedbir alarak önlenebileceğini belirterek,"	"""Önlenmesi"	"imkansız iş kazalarının oranı yüzde"
"w"	"W-FC06A3A-1965-628"	"çoğunda yatay salınım ana kirişlerle"	"önlenmeye"	"çalışılır. Çelik örtü ve beton-çelik"
"w"	"W-LE36C4A-0463-807"	"Çorum, Maraş katliamlarında, görevi katliamı"	"önlemek"	"olan bu güçler, adeta katliamı"
"w"	"W-QI37E1B-3060-2448"	"çok, günah işlememek için alınan"	"önlemeler"	"zarar getirmiştir."" Aşk Pazarı Yaşamın"
"w"	"W-EC06A2A-1968-1698"	"çok zordur. Kumun, kuyuya girmesini"	"önlemek"	"için, palplanş veya iksâ kalaslarının"
"w"	"W-PE39C4A-0526-594"	"çok toplumsal değişmeyi yaratan- Cumhuriyet"	"önleyebildi"	"bu etkiyi. Hele siyasal kimliğinin"
"w"	"W-JF18E1C-1661-1233"	"çok kısa dönemli likidite sıkışıklığının"	"önlenilmesine"	"yönelik olarak da İMKB'de bir"
"w"	"W-PC29D1B-2440-1095"	"çok Irak'lı çocuk, aşılama ile"	"önlenebilir"	"enfeksiyonlar nedeniyle kaybedildi. Körfez savaşı"
"w"	"W-TI32D1B-2552-779"	"çok hayalleri var ama hayallerini"	"önleyenler"	"de. O mantıklıydı ama şimdi,"
"w"	"W-ME30D1B-2083-2400"	"çok etkili bir lider olmasını"	"önledi."	"Son yıllarda halkın yaşadığı düş"
"w"	"W-RE39C3A-0882-482"	"çok daha vahim olayların çıkmasını"	"önlemiştir."	"Osman Bölükbaşı'nın saldırıyı bildirmek için"
"w"	"W-PE06A1B-4237-1334"	"çok bilgin bu silahın yapımını"	"önlemeye"	"çalışmıştır. Bu silah yok edici,"
"w"	"W-UC29D1B-2445-987"	"çok açık. Tüm bu tehlikeleri"	"önlemenin"	"ve İnternet'te güvenliğimizi koruyarak gezinmenin"
"w"	"W-QC01A4A-1081-543"	"Çocukta kekemeliğin kalıcı hale gelmesini"	"önlemek"	"için anne-babalara önemli görev düşmektedir."
"s"	"S-ACAAPZ-0029-60"	"çocukluk çağından itibaren bu hastalıkların"	"önlenmesi"	"başarılabilirse, doyumlu ve üretken yaşamlar"
"w"	"W-UD18E1C-3374-656"	"çocukların televizyon izleme saatlerinde yayımlanması"	"önlenecektir."	"9.5 SAĞLIK Her vatandaşımıza çağdaş"
"w"	"W-ED02A1B-3662-1035"	"çocukların babaları yönünden yasal mirasçılıklarını"	"önleyen"	"hükümler gerçekte TMY eski 443/1,"
"w"	"W-GI09C2A-1923-863"	"çiçek başakları olan, toprak kaymasını"	"önlemeye"	"yarayan sağlam köklerinden yararlanılan ayrıkotu"
"w"	"W-FH03A1B-2384-612"	"çirkin fiilin hayvan görüldükçe hatırlanmasını"	"önlemek"	"ve bu olayı unutturmaktır. Münasebette"
"w"	"W-PC06A2A-1971-1645"	"çimentonun çok erken priz yapmasını"	"önlemek"	"amacıyla, çimento üretiminde, klinker ve"
"w"	"W-HF25D1B-2778-989"	"Çiller, ""Rekabet etmek için tekelleşmeyi"	"önlemek"	"lazım. Bunun için büyük holdinglerimizin"
"w"	"W-HE05A1B-3504-1043"	"çifte vatandaşlık yöntemiyle bağışıklıklardan yararlanmalarım"	"önlemektedir."	"Osmanlı Devleti aynı dönemde İngiltere'nin"
"w"	"W-VE30D1B-2092-293"	"çifte amaçlı askeri malzemelerin sağlanmasının"	"önlenmesiyle"""	"ilgili bir kararnameyi geçen ocak"
"w"	"W-PA16B4A-0591-160"	"çeşit direniş olasılığını peşin peşin"	"önlemek"	"için o ahmaklık ve alçaklıklardan"
"w"	"W-KC06A1A-1543-2079"	"çeyrek tuğla boyunca üstüste gelmesini"	"önlemektir."	"Bir binanın duvarları örülürken aynı"
"w"	"W-PE05A2A-1426-2001"	"çevreyi temizlemek ve sera etkisini"	"önlemek"	"için ilave yatırımlara da gerek"
"w"	"W-KF10A2A-1795-2085"	"Çevreyi kirletmenin ve zarar vermenin"	"önlenmesi"	"veya en aza indirilmesi, ii."
"s"	"S-AEABPZ-0331-96"	"çevre sağlığını korumanın ve kirliliği"	"önlemenin"	"hem devletin hem de yurttaşların"
"w"	"W-RD02A2A-1279-1507"	"çerçevesinde İlbeyli halkına yapılan baskıların"	"önlenmesini"	"içeren 14 Recep 1232/30 1232/30"
"w"	"W-RF05A1B-4655-2468"	"çerçevesinde cevap aranacak soru, enflasyonu"	"önlemede"	"sürekli istikrar programları uygulanan ülkemizde"
"w"	"W-LD02A4A-0537-384"	"çerçeveler aşılmadan kazayı açıklamaya, dolayısıyla"	"önlemeye"	"gidilemeyeceğinin bilinmesidir. Hiçbir kaza, ne"
"w"	"W-PD30D1B-2177-232"	"çekti. Kongreden izlenimler Polis kavgayı"	"önleyemedi"	"Yıllardan beri CHP il kongreleri,"
"w"	"W-UE05A3A-2692-1358"	"çekmesine neden olmaktadır. Devlet bunu"	"önlemek"	"için malikâne mutasarrıflarının malikânelerinin kendilerinden"
"w"	"W-JG09C2A-0593-622"	"çekişmeleri, yakalanamayan çağdaş dünya standartları,"	"önlenemeyen"	"enflasyon, sağlıklı hale gelemeyen kadın-erkek"
